DensityX,Composition,Time s,Temperature °C,Shear Rate 1/s,Shear Stress Pa,Instantaneous Viscosity Pas,Strain  
2.7,20,1.005,25,9.776,1023,104.7,19.39
2.7,20,3.027,25,29.75,1171,39.34,79.71
2.7,20,5.026,25,49.06,985.5,20.09,178
2.7,20,7.008,25,68.86,850.5,12.35,315.3
2.7,20,9.026,25,89.23,882.6,9.891,499.8
2.7,20,11.03,25,108.5,800.3,7.377,712.8
2.7,20,13.01,25,128.9,780.7,6.056,975
2.7,20,15.03,25,149.2,664.2,4.452,1278
2.7,20,17.03,25,168.5,598.6,3.553,1613
2.7,20,19.01,25,188.2,576.7,3.064,1991
2.7,20,21.03,25,208.6,637.1,3.054,2419
2.7,20,23.03,25,228.4,612.8,2.683,2869
2.7,20,25.01,25,248.4,624.7,2.515,3370
2.7,20,27.02,25,268.5,413.2,1.539,3920
2.7,20,29.03,25,287.9,396.6,1.378,4488
2.7,20,31.01,25,308.3,421.1,1.366,5109
2.7,20,33.03,25,328,347.9,1.061,5777
2.7,20,35.03,25,347.8,359.4,1.033,6467
2.7,20,37.01,25,367.7,348.5,0.9478,7203
2.7,20,39.03,25,388.1,290.7,0.7491,7999
2.7,20,41.02,25,407.3,234.3,0.5754,8801
2.7,20,43.01,25,427.6,213,0.4981,9663
2.7,20,45.02,25,447.5,200.3,0.4477,1.06E+04
2.7,20,47.02,25,467.3,191.5,0.4099,1.15E+04
2.7,20,49.01,25,487.1,181.8,0.3732,1.25E+04
2.7,20,51.02,25,507.4,174.9,0.3448,1.35E+04
2.7,20,53.02,25,526.8,167.1,0.3172,1.46E+04
2.7,20,55.01,25,547.1,162.8,0.2976,1.57E+04
2.7,20,57.02,25,567.4,158.7,0.2797,1.68E+04
2.7,20,59.03,25,586.7,153.9,0.2623,1.80E+04
2.7,20,61.01,25,606.5,150.5,0.2482,1.92E+04
2.7,20,63.02,25,626.8,147.7,0.2357,2.05E+04
2.7,20,65.02,25,646.6,147.2,0.2276,2.18E+04
2.7,20,67.01,25,666.4,144.6,0.217,2.31E+04
2.7,20,69.02,25,686.7,143.2,0.2085,2.45E+04
2.7,20,71.02,25,706.1,144.7,0.2049,2.59E+04
2.7,20,73.01,25,725.9,143.1,0.1971,2.74E+04
2.7,20,75.02,25,746.2,140.6,0.1884,2.89E+04
2.7,20,77.02,25,766.1,138.9,0.1813,3.04E+04
2.7,20,79.01,25,785.9,136,0.173,3.20E+04
2.7,20,81.02,25,806.2,135,0.1674,3.36E+04
2.7,20,83.02,25,825.6,132.8,0.1609,3.52E+04
2.7,20,85.01,25,845.3,131.8,0.1559,3.69E+04
2.7,20,87.02,25,865.7,128.9,0.1489,3.87E+04
2.7,20,89.02,25,885.4,128.5,0.1451,4.05E+04
2.7,20,91.01,25,905.3,127.4,0.1408,4.23E+04
2.7,20,93.02,25,925.7,126.4,0.1366,4.42E+04
2.7,20,95.02,25,945,123.3,0.1305,4.60E+04
2.7,20,97.01,25,964.8,123.3,0.1278,4.80E+04
2.7,20,99.02,25,985.1,123.9,0.1258,5.00E+04
2.7,20,101.1,25,986.1,120.7,0.1224,5.21E+04
2.7,20,103.1,25,966.2,117.9,0.122,5.40E+04
2.7,20,105.1,25,946.4,116.7,0.1233,5.59E+04
2.7,20,107.1,25,926.1,115.5,0.1247,5.78E+04
2.7,20,109.1,25,906.8,113.6,0.1253,5.95E+04
2.7,20,111.1,25,886.4,116.4,0.1313,6.13E+04
2.7,20,113.1,25,866.6,111.2,0.1283,6.31E+04
2.7,20,115.1,25,846.8,110.2,0.1302,6.48E+04
2.7,20,117.1,25,827,109.3,0.1322,6.64E+04
2.7,20,119.1,25,806.7,106.7,0.1323,6.81E+04
2.7,20,121.1,25,787.4,105.2,0.1336,6.96E+04
2.7,20,123.1,25,767,104.8,0.1366,7.12E+04
2.7,20,125.1,25,746.7,104.2,0.1395,7.27E+04
2.7,20,127.1,25,727.3,104.1,0.1431,7.41E+04
2.7,20,129.1,25,707.5,103,0.1456,7.56E+04
2.7,20,131.1,25,687.3,104.3,0.1518,7.70E+04
2.7,20,133.1,25,667.4,102.9,0.1542,7.83E+04
2.7,20,135.1,25,647.6,100.6,0.1553,7.96E+04
2.7,20,137.1,25,627.3,98.98,0.1578,8.09E+04
2.7,20,139.1,25,607.9,95.62,0.1573,8.21E+04
2.7,20,141.1,25,588.2,94.3,0.1603,8.32E+04
2.7,20,143.1,25,567.8,92.6,0.1631,8.44E+04
2.7,20,145.1,25,548.1,89.87,0.164,8.55E+04
2.7,20,147.1,25,528.2,88.57,0.1677,8.65E+04
2.7,20,149.1,25,507.9,84.15,0.1657,8.76E+04
2.7,20,151.1,25,488.6,82.79,0.1695,8.85E+04
2.7,20,153.1,25,468.8,81.22,0.1733,8.95E+04
2.7,20,155.1,25,448.5,80.36,0.1792,9.04E+04
2.7,20,157.1,25,428.6,78.34,0.1828,9.12E+04
2.7,20,159.1,25,408.8,78.24,0.1914,9.21E+04
2.7,20,161.1,25,388.5,75.67,0.1948,9.29E+04
2.7,20,163.1,25,369.2,72.76,0.1971,9.36E+04
2.7,20,165.1,25,349.3,72.23,0.2068,9.43E+04
2.7,20,167.1,25,328.5,70.83,0.2156,9.50E+04
2.7,20,169.1,25,309.2,68.31,0.2209,9.56E+04
2.7,20,171.1,25,289.4,66.27,0.229,9.62E+04
2.7,20,173.1,25,269.1,65.11,0.242,9.67E+04
2.7,20,175.1,25,249.7,59.73,0.2392,9.72E+04
2.7,20,177.1,25,229.9,59.42,0.2584,9.77E+04
2.7,20,179.1,25,209.1,52.96,0.2533,9.81E+04
2.7,20,181.1,25,189.8,55.77,0.2939,9.85E+04
2.7,20,183.1,25,169.9,46.14,0.2715,9.88E+04
2.7,20,185.1,25,149.6,42.93,0.2869,9.91E+04
2.7,20,187.1,25,130.3,43.82,0.3363,9.94E+04
2.7,20,189.1,25,110.5,44.06,0.3988,9.96E+04
2.7,20,191.1,25,89.69,49.8,0.5553,9.98E+04
2.7,20,193.1,25,70.36,51.81,0.7363,9.99E+04
2.7,20,195.1,25,50.55,43.03,0.8513,1.00E+05
2.7,20,197.1,25,30.23,33.65,1.113,1.00E+05
2.7,20,199.1,25,10.91,23,2.108,1.00E+05
2.7,20,1.005,25,9.659,477.6,49.45,19.09
2.7,20,3.009,25,29.22,349.8,11.97,77.7
2.7,20,5.008,25,49.08,278.9,5.683,177
2.7,20,7.008,25,68.87,185.1,2.688,316.6
2.7,20,9.008,25,89.2,185.1,2.075,496.5
2.7,20,11.01,25,108.5,175.1,1.614,712.8
2.7,20,13.01,25,128.8,150.3,1.167,974.9
2.7,20,15.01,25,148.7,171,1.15,1273
2.7,20,17.01,25,168.5,191.3,1.135,1610
2.7,20,19.01,25,188.3,145.1,0.7706,1991
2.7,20,21.01,25,208.6,131.2,0.6287,2411
2.7,20,23.01,25,228.4,128.7,0.5634,2869
2.7,20,25.01,25,248.3,123.8,0.4987,3370
2.7,20,27.01,25,268.1,124.9,0.4659,3911
2.7,20,29.01,25,287.9,125.8,0.4369,4488
2.7,20,31.01,25,308.2,128.3,0.4164,5109
2.7,20,33.01,25,328,128,0.3901,5765
2.7,20,35.01,25,347.9,127.4,0.3663,6467
2.7,20,37.01,25,367.7,126.2,0.3432,7203
2.7,20,39.01,25,387.5,124.2,0.3205,7985
2.7,20,41.01,25,407.3,122.9,0.3018,8801
2.7,20,43.01,25,427.6,120.2,0.281,9663
2.7,20,45.01,25,447.5,117.5,0.2625,1.06E+04
2.7,20,47.01,25,467.3,115.6,0.2474,1.15E+04
2.7,20,49.01,25,487.1,112.3,0.2306,1.25E+04
2.7,20,51.01,25,506.9,109.7,0.2163,1.35E+04
2.7,20,53.01,25,526.7,107.4,0.2038,1.46E+04
2.7,20,55.01,25,547,105.8,0.1934,1.57E+04
2.7,20,57.01,25,566.9,105,0.1852,1.68E+04
2.7,20,59.01,25,586.6,103.4,0.1763,1.80E+04
2.7,20,61.01,25,606.5,102.4,0.1688,1.92E+04
2.7,20,63.01,25,626.3,101.8,0.1625,2.05E+04
2.7,20,65.01,25,646.6,100.9,0.156,2.18E+04
2.7,20,67.01,25,666.4,100.5,0.1508,2.31E+04
2.7,20,69.01,25,686.3,99.22,0.1446,2.45E+04
2.7,20,71.01,25,706,98.23,0.1391,2.59E+04
2.7,20,73.01,25,725.9,97.15,0.1338,2.74E+04
2.7,20,75.01,25,745.7,97.39,0.1306,2.88E+04
2.7,20,77.01,25,766.1,96.16,0.1255,3.04E+04
2.7,20,79.01,25,785.9,96.26,0.1225,3.20E+04
2.7,20,81.01,25,805.6,96.08,0.1193,3.36E+04
2.7,20,83.01,25,825.5,95.04,0.1151,3.52E+04
2.7,20,85.01,25,845.3,94.35,0.1116,3.69E+04
2.7,20,87.01,25,865.2,94.29,0.109,3.87E+04
2.7,20,89.01,25,885.4,93.49,0.1056,4.05E+04
2.7,20,91.01,25,905.2,93.19,0.1029,4.23E+04
2.7,20,93.01,25,925.1,92.7,0.1002,4.41E+04
2.7,20,95.01,25,944.9,92.22,0.0976,4.60E+04
2.7,20,97.01,25,964.8,91.41,0.09475,4.80E+04
2.7,20,99.01,25,985.1,91.12,0.0925,5.00E+04
2.7,20,101,25,986,88.3,0.08955,5.20E+04
2.7,20,103.1,25,966.3,86.66,0.08968,5.40E+04
2.7,20,105.1,25,946.5,85.94,0.0908,5.58E+04
2.7,20,107.1,25,926.7,84.97,0.09169,5.77E+04
2.7,20,109.1,25,906.2,84.21,0.09292,5.95E+04
2.7,20,111.1,25,886.4,83.35,0.09403,6.13E+04
2.7,20,113.1,25,866.7,83.16,0.09595,6.30E+04
2.7,20,115.1,25,846.8,82.39,0.09729,6.47E+04
2.7,20,117.1,25,827,81.4,0.09843,6.64E+04
2.7,20,119.1,25,807.1,80.81,0.1001,6.80E+04
2.7,20,121.1,25,786.8,79.96,0.1016,6.96E+04
2.7,20,123.1,25,767.1,79.72,0.1039,7.11E+04
2.7,20,125.1,25,747.2,79.62,0.1066,7.26E+04
2.7,20,127.1,25,727.4,78.97,0.1086,7.41E+04
2.7,20,129.1,25,707.6,78.09,0.1104,7.55E+04
2.7,20,131.1,25,687.7,77.49,0.1127,7.69E+04
2.7,20,133.1,25,667.5,77.56,0.1162,7.83E+04
2.7,20,135.1,25,647.6,77.02,0.1189,7.95E+04
2.7,20,137.1,25,627.8,75.5,0.1203,8.08E+04
2.7,20,139.1,25,607.9,74.21,0.1221,8.20E+04
2.7,20,141.1,25,588.1,74.19,0.1261,8.32E+04
2.7,20,143.1,25,568.4,73.84,0.1299,8.43E+04
2.7,20,145.1,25,548.1,73.57,0.1342,8.55E+04
2.7,20,147.1,25,528.2,71.78,0.1359,8.65E+04
2.7,20,149.1,25,508.4,72.34,0.1423,8.75E+04
2.7,20,151.1,25,488.6,71.45,0.1462,8.85E+04
2.7,20,153.1,25,468.8,72.08,0.1538,8.95E+04
2.7,20,155.1,25,448.9,70.57,0.1572,9.03E+04
2.7,20,157.1,25,428.6,69.66,0.1625,9.12E+04
2.7,20,159.1,25,408.8,69.88,0.1709,9.20E+04
2.7,20,161.1,25,389,68.57,0.1763,9.28E+04
2.7,20,163.1,25,368.6,67.2,0.1823,9.36E+04
2.7,20,165.1,25,349.3,66.37,0.19,9.43E+04
2.7,20,167.1,25,329,64.47,0.1959,9.49E+04
2.7,20,169.1,25,309.2,63.63,0.2058,9.55E+04
2.7,20,171.1,25,289.4,60.79,0.21,9.61E+04
2.7,20,173.1,25,269.6,59.76,0.2217,9.67E+04
2.7,20,175.1,25,249.3,58.33,0.234,9.72E+04
2.7,20,177.1,25,229.9,57.21,0.2488,9.76E+04
2.7,20,179.1,25,209.6,54.2,0.2585,9.80E+04
2.7,20,181.1,25,189.8,54.02,0.2846,9.84E+04
2.7,20,183.1,25,170,50.3,0.2959,9.88E+04
2.7,20,185.1,25,150.2,49.48,0.3295,9.91E+04
2.7,20,187.1,25,129.9,41.29,0.318,9.93E+04
2.7,20,189.1,25,110.5,36.5,0.3302,9.96E+04
2.7,20,191.1,25,90.21,32.73,0.3628,9.97E+04
2.7,20,193.1,25,70.39,26.24,0.3727,9.99E+04
2.7,20,195.1,25,50.57,23.03,0.4554,1.00E+05
2.7,20,197.1,25,30.25,17.74,0.5863,1.00E+05
2.7,20,199.1,25,10.43,9.454,0.9064,1.00E+05
2.7,20,1.004,25,9.522,167.8,17.62,19.06
2.7,20,3.007,25,29.24,118,4.036,77.72
2.7,20,5.007,25,49.07,119.1,2.427,177
2.7,20,7.007,25,68.89,125.2,1.818,315.3
2.7,20,9.007,25,88.7,122.2,1.377,494.9
2.7,20,11.01,25,109,108.2,0.9925,714.8
2.7,20,13.01,25,128.9,100.4,0.7791,974.9
2.7,20,15.01,25,148.7,121.1,0.8145,1273
2.7,20,17.01,25,168.5,103.3,0.6134,1613
2.7,20,19.01,25,188.3,96.74,0.5138,1991
2.7,20,21.01,25,208.6,109.6,0.5256,2411
2.7,20,23.01,25,228.4,112.7,0.4932,2869
2.7,20,25.01,25,248.3,110,0.4431,3370
2.7,20,27.01,25,268.1,118.8,0.443,3911
2.7,20,29.01,25,287.9,113.9,0.3955,4488
2.7,20,31.01,25,308.2,111.2,0.3609,5109
2.7,20,33.01,25,328,111.5,0.3398,5765
2.7,20,35.01,25,347.8,109.6,0.3152,6467
2.7,20,37.01,25,367.7,109.2,0.297,7203
2.7,20,39.01,25,387.5,108.8,0.2807,7985
2.7,20,41.01,25,407.3,106.3,0.261,8801
2.7,20,43.03,25,427.7,104.5,0.2444,9678
2.7,20,45.03,25,447.4,102.8,0.2298,1.06E+04
2.7,20,47.01,25,467.3,103.8,0.2221,1.15E+04
2.7,20,49.01,25,487.1,100.9,0.2072,1.25E+04
2.7,20,51.01,25,506.9,99.62,0.1965,1.35E+04
2.7,20,53.01,25,526.7,98.47,0.187,1.46E+04
2.7,20,55.03,25,547,97.45,0.1781,1.57E+04
2.7,20,57.03,25,566.9,95.97,0.1693,1.68E+04
2.7,20,59.01,25,586.7,94.5,0.1611,1.80E+04
2.7,20,61.03,25,607,93.83,0.1546,1.92E+04
2.7,20,63.03,25,626.3,93.35,0.1491,2.05E+04
2.7,20,65.01,25,646.6,93.56,0.1447,2.18E+04
2.7,20,67.03,25,666.4,92.56,0.1389,2.31E+04
2.7,20,69.03,25,686.3,91.42,0.1332,2.45E+04
2.7,20,71.01,25,706.1,91.57,0.1297,2.59E+04
2.7,20,73.03,25,726.4,91.11,0.1254,2.74E+04
2.7,20,75.03,25,745.7,90.12,0.1208,2.88E+04
2.7,20,77.01,25,766.1,89.28,0.1165,3.04E+04
2.7,20,79.03,25,785.9,89.01,0.1133,3.20E+04
2.7,20,81.03,25,805.7,89.07,0.1106,3.36E+04
2.7,20,83.01,25,825.5,88.8,0.1076,3.52E+04
2.7,20,85.03,25,845.8,87.74,0.1037,3.70E+04
2.7,20,87.03,25,865.2,87.29,0.1009,3.87E+04
2.7,20,89.01,25,885.4,87.09,0.09836,4.05E+04
2.7,20,91.03,25,905.7,86.5,0.0955,4.23E+04
2.7,20,93.03,25,925.1,86.42,0.09342,4.41E+04
2.7,20,95.01,25,944.9,85.75,0.09075,4.60E+04
2.7,20,97.03,25,965.3,85.53,0.08861,4.80E+04
2.7,20,99.03,25,985.1,85.73,0.08703,5.00E+04
2.7,20,101,25,986.1,83.02,0.08419,5.20E+04
2.7,20,103.1,25,966.3,81.44,0.08428,5.39E+04
2.7,20,105.1,25,946.5,80.67,0.08523,5.58E+04
2.7,20,107.1,25,926.7,80.3,0.08665,5.77E+04
2.7,20,109.1,25,906.8,79.56,0.08773,5.95E+04
2.7,20,111.1,25,886.5,78.76,0.08884,6.13E+04
2.7,20,113.1,25,866.7,78.35,0.0904,6.30E+04
2.7,20,115.1,25,846.8,77.56,0.09159,6.47E+04
2.7,20,117.1,25,827.1,77.04,0.09314,6.64E+04
2.7,20,119.1,25,807.3,76.37,0.0946,6.80E+04
2.7,20,121.1,25,786.9,75.74,0.09625,6.96E+04
2.7,20,123.1,25,767.1,75.42,0.09833,7.11E+04
2.7,20,125.1,25,747.2,74.77,0.1001,7.26E+04
2.7,20,127.1,25,727.4,73.87,0.1015,7.41E+04
2.7,20,129.1,25,707.6,73.7,0.1042,7.55E+04
2.7,20,131.1,25,687.8,72.94,0.106,7.69E+04
2.7,20,133.1,25,667.5,72.37,0.1084,7.83E+04
2.7,20,135.1,25,647.7,72.56,0.112,7.95E+04
2.7,20,137.1,25,627.8,71.7,0.1142,8.08E+04
2.7,20,139.1,25,608.1,71.75,0.118,8.20E+04
2.7,20,141.1,25,588.2,71.22,0.1211,8.32E+04
2.7,20,143.1,25,568.4,70.28,0.1236,8.43E+04
2.7,20,145.1,25,548.1,69.8,0.1274,8.55E+04
2.7,20,147.1,25,528.3,69.65,0.1318,8.65E+04
2.7,20,149.1,25,508.5,68.36,0.1345,8.75E+04
2.7,20,151.1,25,488.7,68.2,0.1396,8.85E+04
2.7,20,153.1,25,468.3,68.03,0.1453,8.95E+04
2.7,20,155.1,25,448.5,67.65,0.1508,9.04E+04
2.7,20,157.1,25,428.7,66.65,0.1555,9.12E+04
2.7,20,159.1,25,408.8,67.1,0.1641,9.20E+04
2.7,20,161.1,25,389,65.92,0.1695,9.28E+04
2.7,20,163.1,25,368.7,64.9,0.176,9.36E+04
2.7,20,165.1,25,348.9,64.99,0.1863,9.43E+04
2.7,20,167.1,25,329.1,63.22,0.1921,9.49E+04
2.7,20,169.1,25,309.3,60.86,0.1968,9.55E+04
2.7,20,171.1,25,289.4,58.46,0.202,9.61E+04
2.7,20,173.1,25,269.6,57.55,0.2135,9.67E+04
2.7,20,175.1,25,249.3,56.62,0.2271,9.72E+04
2.7,20,177.1,25,229.5,55.31,0.241,9.76E+04
2.7,20,179.1,25,209.7,53.59,0.2556,9.81E+04
2.7,20,181.1,25,189.9,51.84,0.273,9.84E+04
2.7,20,183.1,25,170,49.91,0.2936,9.88E+04
2.7,20,185.1,25,150.2,47.22,0.3144,9.91E+04
2.7,20,187.1,25,129.9,44,0.3387,9.93E+04
2.7,20,189.1,25,110.1,37.16,0.3376,9.96E+04
2.7,20,191.1,25,90.25,30.23,0.3349,9.97E+04
2.7,20,193.1,25,70.43,25.86,0.3672,9.99E+04
2.7,20,195.1,25,50.62,20.99,0.4147,1.00E+05
2.7,20,197.1,25,30.3,14.09,0.4651,1.00E+05
2.7,20,199.1,25,10.48,6.711,0.6404,1.00E+05
2.7,20,1.004,25,9.516,165,17.34,19.05
2.7,20,3.007,25,29.24,118.3,4.046,77.71
2.7,20,5.008,25,49.06,102.3,2.085,178
2.7,20,7.008,25,68.9,107.3,1.557,315.3
2.7,20,9.007,25,88.7,72.99,0.8229,494.9
2.7,20,11.01,25,109,82.16,0.7535,714.8
2.7,20,13.01,25,128.8,74.02,0.5745,974.9
2.7,20,15.01,25,148.7,65.89,0.4432,1273
2.7,20,17.01,25,168.5,59.29,0.3519,1613
2.7,20,19.01,25,188.3,68.39,0.3632,1991
2.7,20,21.01,25,208.6,66.21,0.3174,2411
2.7,20,23.01,25,228.4,68.68,0.3007,2869
2.7,20,25.01,25,248.3,67.14,0.2704,3370
2.7,20,27.01,25,268.1,66.61,0.2485,3911
2.7,20,29.01,25,287.9,66.32,0.2304,4488
2.7,20,31.01,25,308.2,66.2,0.2148,5109
2.7,20,33.01,25,328,69.45,0.2117,5765
2.7,20,35.01,25,347.9,66.5,0.1912,6467
2.7,20,37.01,25,367.7,65.43,0.178,7203
2.7,20,39.01,25,387.5,64.74,0.1671,7985
2.7,20,41.01,25,407.3,63.29,0.1554,8801
2.7,20,43.01,25,427.7,60.74,0.142,9663
2.7,20,45.01,25,447.5,62.92,0.1406,1.06E+04
2.7,20,47.01,25,467.3,60.93,0.1304,1.15E+04
2.7,20,49.01,25,487.1,62.02,0.1273,1.25E+04
2.7,20,51.01,25,506.9,60.99,0.1203,1.35E+04
2.7,20,53.01,25,526.8,61.66,0.117,1.46E+04
2.7,20,55.01,25,547,60.51,0.1106,1.57E+04
2.7,20,57.01,25,566.9,60.29,0.1064,1.68E+04
2.7,20,59.01,25,586.7,60.27,0.1027,1.80E+04
2.7,20,61.01,25,606.5,60.59,0.0999,1.92E+04
2.7,20,63.01,25,626.3,55.96,0.08935,2.05E+04
2.7,20,65.01,25,646.6,59.85,0.09255,2.18E+04
2.7,20,67.01,25,666.4,58.99,0.08851,2.31E+04
2.7,20,69.01,25,686.3,59.21,0.08627,2.45E+04
2.7,20,71.01,25,706,58.58,0.08297,2.59E+04
2.7,20,73.01,25,725.9,59.05,0.08134,2.74E+04
2.7,20,75.01,25,745.7,58.26,0.07812,2.88E+04
2.7,20,77.01,25,766.1,58.32,0.07613,3.04E+04
2.7,20,79.01,25,785.8,58.16,0.07401,3.20E+04
2.7,20,81.01,25,805.6,57.37,0.07121,3.36E+04
2.7,20,83.01,25,825.5,57.67,0.06986,3.52E+04
2.7,20,85.01,25,845.3,57.49,0.06801,3.69E+04
2.7,20,87.01,25,865.2,57.64,0.06662,3.87E+04
2.7,20,89.01,25,885.5,57.61,0.06506,4.05E+04
2.7,20,91.01,25,905.3,57.49,0.0635,4.23E+04
2.7,20,93.01,25,925.2,57.16,0.06178,4.41E+04
2.7,20,95.01,25,945,57.45,0.0608,4.60E+04
2.7,20,97.01,25,964.8,57.59,0.05969,4.80E+04
2.7,20,99.01,25,985.1,57.22,0.05808,5.00E+04
2.7,20,101,25,986.1,55.12,0.0559,5.20E+04
2.7,20,103.1,25,966.3,54.43,0.05633,5.40E+04
2.7,20,105.1,25,946.5,53.82,0.05687,5.58E+04
2.7,20,107.1,25,926.6,52.98,0.05717,5.77E+04
2.7,20,109.1,25,906.3,52.53,0.05797,5.95E+04
2.7,20,111.1,25,886.5,52.38,0.05908,6.13E+04
2.7,20,113.1,25,866.7,52.2,0.06023,6.30E+04
2.7,20,115.1,25,846.8,51.71,0.06106,6.47E+04
2.7,20,117.1,25,827.1,51.28,0.062,6.64E+04
2.7,20,119.1,25,807.2,51.14,0.06335,6.80E+04
2.7,20,121.1,25,786.9,50.37,0.064,6.96E+04
2.7,20,123.1,25,767.1,50.08,0.06529,7.11E+04
2.7,20,125.1,25,747.2,50.2,0.06718,7.26E+04
2.7,20,127.1,25,727.4,50.31,0.06917,7.41E+04
2.7,20,129.1,25,707.6,49.7,0.07023,7.55E+04
2.7,20,131.1,25,687.7,49.96,0.07264,7.69E+04
2.7,20,133.1,25,667.4,49.18,0.07369,7.83E+04
2.7,20,135.1,25,647.6,48.52,0.07492,7.95E+04
2.7,20,137.1,25,627.8,48.48,0.07721,8.08E+04
2.7,20,139.1,25,608,48.05,0.07903,8.20E+04
2.7,20,141.1,25,588.1,47.96,0.08155,8.32E+04
2.7,20,143.1,25,568.4,47.59,0.08373,8.43E+04
2.7,20,145.1,25,548.1,47.41,0.08651,8.55E+04
2.7,20,147.1,25,528.2,46.83,0.08866,8.65E+04
2.7,20,149.1,25,508.4,46.66,0.09178,8.75E+04
2.7,20,151.1,25,488.6,46,0.09415,8.85E+04
2.7,20,153.1,25,468.8,46.46,0.09911,8.95E+04
2.7,20,155.1,25,448.9,46.01,0.1025,9.04E+04
2.7,20,157.1,25,428.7,46.17,0.1077,9.12E+04
2.7,20,159.1,25,408.8,46.05,0.1126,9.20E+04
2.7,20,161.1,25,389,45.08,0.1159,9.28E+04
2.7,20,163.1,25,368.7,45.15,0.1225,9.36E+04
2.7,20,165.1,25,349.3,45.48,0.1302,9.43E+04
2.7,20,167.1,25,329,44.16,0.1342,9.49E+04
2.7,20,169.1,25,309.2,41.37,0.1338,9.55E+04
2.7,20,171.1,25,289.4,37.77,0.1305,9.61E+04
2.7,20,173.1,25,269.6,36.02,0.1336,9.67E+04
2.7,20,175.1,25,249.3,36.49,0.1464,9.72E+04
2.7,20,177.1,25,229.9,36.17,0.1573,9.76E+04
2.7,20,179.1,25,209.6,34.77,0.1659,9.80E+04
2.7,20,181.1,25,189.8,34.12,0.1798,9.84E+04
2.7,20,183.1,25,170,33.73,0.1984,9.88E+04
2.7,20,185.1,25,150.2,32.54,0.2167,9.91E+04
2.7,20,187.1,25,129.9,29.53,0.2275,9.93E+04
2.7,20,189.1,25,110,29.23,0.2657,9.96E+04
2.7,20,191.1,25,90.2,26.44,0.2932,9.97E+04
2.7,20,193.1,25,69.88,20.66,0.2956,9.99E+04
2.7,20,195.1,25,50.56,16.2,0.3205,1.00E+05
2.7,20,197.1,25,30.25,12.8,0.4232,1.00E+05
2.7,20,199.1,25,10.43,7.525,0.7214,1.00E+05
2.7,20,1.005,25,9.504,122.3,12.86,19.05
2.7,20,3.008,25,29.25,61.96,2.119,77.73
2.7,20,5.029,25,49.56,60.11,1.213,180
2.7,20,7.029,25,68.9,70.91,1.029,315.3
2.7,20,9.008,25,88.71,43.17,0.4867,494.9
2.7,20,11.03,25,109,48.37,0.4436,718.7
2.7,20,13.03,25,128.8,45.4,0.3524,972.6
2.7,20,15.01,25,148.7,51.03,0.3432,1273
2.7,20,17.03,25,169,37.44,0.2216,1619
2.7,20,19.03,25,188.3,44.71,0.2374,1991
2.7,20,21.01,25,208.6,45.21,0.2167,2411
2.7,20,23.03,25,228.4,47.51,0.208,2876
2.7,20,25.03,25,248.3,46.45,0.1871,3370
2.7,20,27.01,25,268.1,47.78,0.1782,3911
2.7,20,29.03,25,288.4,46.16,0.1601,4497
2.7,20,31.03,25,308.2,46.6,0.1512,5109
2.7,20,33.01,25,328,51.95,0.1584,5765
2.7,20,35.03,25,348.3,50.01,0.1436,6479
2.7,20,37.03,25,367.7,49.19,0.1338,7203
2.7,20,39.01,25,387.5,48.91,0.1262,7985
2.7,20,41.03,25,407.8,48.05,0.1178,8815
2.7,20,43.03,25,427.6,47.35,0.1107,9663
2.7,20,45.01,25,447.5,46.79,0.1046,1.06E+04
2.7,20,47.03,25,467.8,46.79,0.1,1.15E+04
2.7,20,49.03,25,487.1,46.39,0.09523,1.25E+04
2.7,20,51.01,25,506.9,45.78,0.09031,1.35E+04
2.7,20,53.03,25,527.2,45.49,0.08628,1.46E+04
2.7,20,55.03,25,547.1,44.54,0.08141,1.57E+04
2.7,20,57.01,25,566.9,44.95,0.0793,1.68E+04
2.7,20,59.03,25,587.1,44.43,0.07567,1.80E+04
2.7,20,61.03,25,606.5,45.19,0.07451,1.92E+04
2.7,20,63.01,25,626.3,44.36,0.07083,2.05E+04
2.7,20,65.03,25,646.6,43.48,0.06724,2.18E+04
2.7,20,67.03,25,666.4,43.62,0.06545,2.31E+04
2.7,20,69.01,25,686.3,43.54,0.06344,2.45E+04
2.7,20,71.03,25,706.5,43.36,0.06136,2.59E+04
2.7,20,73.03,25,725.9,43.01,0.05925,2.74E+04
2.7,20,75.01,25,745.7,43.03,0.05771,2.88E+04
2.7,20,77.03,25,766.1,42.7,0.05574,3.04E+04
2.7,20,79.03,25,785.8,43.46,0.05531,3.20E+04
2.7,20,81.01,25,805.7,43.26,0.0537,3.36E+04
2.7,20,83.03,25,826,42.75,0.05176,3.53E+04
2.7,20,85.03,25,845.3,42.64,0.05044,3.69E+04
2.7,20,87.01,25,865.2,42.56,0.04919,3.87E+04
2.7,20,89.03,25,885.5,42.73,0.04826,4.05E+04
2.7,20,91.03,25,905.2,42.51,0.04696,4.23E+04
2.7,20,93.01,25,925.1,42.41,0.04584,4.41E+04
2.7,20,95.03,25,945.5,42.45,0.0449,4.61E+04
2.7,20,97.03,25,964.8,42.59,0.04415,4.80E+04
2.7,20,99.01,25,985.1,42.53,0.04317,5.00E+04
2.7,20,101,25,986.1,40.34,0.04091,5.20E+04
2.7,20,103.1,25,966.3,39.56,0.04094,5.39E+04
2.7,20,105.1,25,946.5,39.37,0.04159,5.58E+04
2.7,20,107.1,25,926.7,39.2,0.04231,5.77E+04
