DensityX,Composition,Time s,Temperature °C,Shear Rate 1/s,Shear Stress Pa,Instantaneous Viscosity Pas,Strain  
1.74,20,101,25,986.1,28.41,0.02881,5.20E+04
1.74,20,103.1,25,966.3,27.61,0.02857,5.39E+04
1.74,20,105.1,25,946.5,27.35,0.02889,5.58E+04
1.74,20,107.1,25,926.1,27.37,0.02955,5.77E+04
1.74,20,109.1,25,906.8,11.63,0.01282,5.95E+04
1.74,20,111.1,25,886.4,27.28,0.03077,6.13E+04
1.74,20,113.1,25,866.7,26.9,0.03103,6.30E+04
1.74,20,115.1,25,846.8,26.67,0.0315,6.47E+04
1.74,20,117.1,25,827.1,26.55,0.0321,6.64E+04
1.74,20,119.1,25,806.6,26.92,0.03337,6.80E+04
1.74,20,121.1,25,787.4,26.79,0.03402,6.96E+04
1.74,20,123.1,25,767,25.82,0.03366,7.11E+04
1.74,20,125.1,25,747.2,26.15,0.035,7.27E+04
1.74,20,127.1,25,727.4,25.3,0.03478,7.41E+04
1.74,20,129.1,25,707.6,25.6,0.03618,7.55E+04
1.74,20,131.1,25,687.2,25.36,0.0369,7.69E+04
1.74,20,133.1,25,667.5,24.58,0.03682,7.82E+04
1.74,20,135.1,25,647.6,25.33,0.03911,7.95E+04
1.74,20,137.1,25,627.8,25.04,0.03989,8.08E+04
1.74,20,139.1,25,608,25.02,0.04115,8.20E+04
1.74,20,141.1,25,588.2,23.94,0.0407,8.32E+04
1.74,20,143.1,25,567.9,23.65,0.04164,8.44E+04
1.74,20,145.1,25,548,23.44,0.04277,8.55E+04
1.74,20,147.1,25,528.3,23.67,0.0448,8.65E+04
1.74,20,149.1,25,508.4,22.36,0.04397,8.75E+04
1.74,20,151.1,25,488.6,22.47,0.04599,8.85E+04
1.74,20,153.1,25,468.8,21.32,0.04548,8.95E+04
1.74,20,155.1,25,448.5,21.54,0.04803,9.04E+04
1.74,20,157.1,25,428.6,21.33,0.04976,9.12E+04
1.74,20,159.1,25,408.8,20.18,0.04936,9.20E+04
1.74,20,161.1,25,389,20.2,0.05194,9.28E+04
1.74,20,163.1,25,369.1,19.49,0.0528,9.36E+04
1.74,20,165.1,25,349.3,18.93,0.05419,9.43E+04
1.74,20,167.1,25,329,20.08,0.06104,9.49E+04
1.74,20,169.1,25,309.2,16.36,0.0529,9.55E+04
1.74,20,171.1,25,289.4,11.74,0.04056,9.61E+04
1.74,20,173.1,25,269.6,12.21,0.04528,9.67E+04
1.74,20,175.1,25,249.8,11.34,0.0454,9.72E+04
1.74,20,177.1,25,229.9,11.09,0.04821,9.76E+04
1.74,20,179.1,25,209.6,10.56,0.05038,9.81E+04
1.74,20,181.1,25,189.8,10.28,0.05418,9.84E+04
1.74,20,183.1,25,170,9.96,0.0586,9.88E+04
1.74,20,185.1,25,150.2,9.358,0.06232,9.91E+04
1.74,20,187.1,25,129.8,10.43,0.08036,9.93E+04
1.74,20,189.1,25,110,8.721,0.07926,9.96E+04
1.74,20,191.1,25,90.2,8.346,0.09253,9.97E+04
1.74,20,193.1,25,70.39,7.748,0.1101,9.99E+04
1.74,20,195.1,25,50.56,7.35,0.1454,1.00E+05
1.74,20,197.1,25,30.25,5.688,0.188,1.00E+05
1.74,20,199.1,25,10.93,2.085,0.1908,1.00E+05
1.74,30,1.004,25,9.443,38,4.024,19.01
1.74,30,3.008,25,29.25,41.63,1.423,77.71
1.74,30,5.007,25,49.07,43.92,0.895,177
1.74,30,7.007,25,68.9,50.63,0.7349,315.3
1.74,30,9.007,25,88.71,48.24,0.5438,494.9
1.74,30,11.01,25,108.5,45.15,0.4161,712.8
1.74,30,13.01,25,128.8,42.71,0.3315,974.9
1.74,30,15.01,25,148.7,41.09,0.2764,1270
1.74,30,17.01,25,168.5,41.22,0.2447,1613
1.74,30,19.01,25,188.3,41.08,0.2182,1991
1.74,30,21.01,25,208.6,41.95,0.2011,2411
1.74,30,23.01,25,228.4,41.31,0.1808,2869
1.74,30,25.01,25,248.3,41.57,0.1674,3370
1.74,30,27.01,25,268.1,42.07,0.1569,3911
1.74,30,29.01,25,287.9,41.45,0.144,4488
1.74,30,31.01,25,308.2,43.5,0.1411,5109
1.74,30,33.01,25,328,48.22,0.147,5765
1.74,30,35.01,25,347.8,47.03,0.1352,6467
1.74,30,37.01,25,367.7,46.72,0.1271,7203
1.74,30,39.01,25,387.5,46.99,0.1213,7985
1.74,30,41.01,25,407.3,46.74,0.1147,8801
1.74,30,43.01,25,427.7,47.43,0.1109,9663
1.74,30,45.01,25,447.5,47.77,0.1068,1.06E+04
1.74,30,47.01,25,467.3,46.66,0.09985,1.15E+04
1.74,30,49.01,25,487.1,48.25,0.09906,1.25E+04
1.74,30,51.01,25,506.9,48.13,0.09495,1.35E+04
1.74,30,53.01,25,526.7,49.11,0.09324,1.46E+04
1.74,30,55.01,25,547,48.54,0.08874,1.57E+04
1.74,30,57.01,25,566.9,49.09,0.08659,1.68E+04
1.74,30,59.01,25,586.7,48.96,0.08346,1.80E+04
1.74,30,61.01,25,606.5,51.25,0.0845,1.92E+04
1.74,30,63.01,25,626.3,50.13,0.08004,2.05E+04
1.74,30,65.01,25,646.6,51.24,0.07925,2.18E+04
1.74,30,67.01,25,666.4,50.09,0.07517,2.31E+04
1.74,30,69.01,25,686.2,51.11,0.07448,2.45E+04
1.74,30,71.01,25,706,51.54,0.073,2.59E+04
1.74,30,73.01,25,725.9,51.9,0.0715,2.74E+04
1.74,30,75.01,25,745.7,51.96,0.06967,2.88E+04
1.74,30,77.01,25,766.1,52.48,0.06851,3.04E+04
1.74,30,79.01,25,785.9,52.77,0.06715,3.20E+04
1.74,30,81.01,25,805.6,52.78,0.06551,3.36E+04
1.74,30,83.01,25,825.5,53.73,0.06509,3.52E+04
1.74,30,85.01,25,845.3,53.71,0.06354,3.69E+04
1.74,30,87.01,25,865.2,53.98,0.06239,3.87E+04
1.74,30,89.01,25,885.4,54.85,0.06195,4.05E+04
1.74,30,91.01,25,905.3,55.47,0.06127,4.23E+04
1.74,30,93.01,25,925.1,55.81,0.06033,4.41E+04
1.74,30,95.01,25,944.9,55.98,0.05925,4.60E+04
1.74,30,97.01,25,964.8,56.16,0.05821,4.80E+04
1.74,30,99.01,25,985.1,56.79,0.05765,5.00E+04
1.74,30,101,25,986.1,54.87,0.05564,5.20E+04
1.74,30,103.1,25,966.3,53.54,0.0554,5.39E+04
1.74,30,105.1,25,946.5,52.53,0.0555,5.58E+04
1.74,30,107.1,25,926.6,51.69,0.05579,5.77E+04
1.74,30,109.1,25,906.8,51.59,0.05689,5.95E+04
1.74,30,111.1,25,886.5,50.83,0.05734,6.13E+04
1.74,30,113.1,25,866.7,50.11,0.05781,6.30E+04
1.74,30,115.1,25,846.9,49.73,0.05872,6.47E+04
1.74,30,117.1,25,827,49.4,0.05974,6.64E+04
1.74,30,119.1,25,807.2,48.56,0.06016,6.80E+04
1.74,30,121.1,25,787.3,48.55,0.06167,6.96E+04
1.74,30,123.1,25,767.1,47.9,0.06245,7.11E+04
1.74,30,125.1,25,747.2,47.16,0.06312,7.26E+04
1.74,30,127.1,25,727.4,47.28,0.065,7.41E+04
1.74,30,129.1,25,707.6,46.2,0.06529,7.55E+04
1.74,30,131.1,25,687.8,45.83,0.06663,7.69E+04
1.74,30,133.1,25,667.5,45.51,0.06818,7.82E+04
1.74,30,135.1,25,647.6,45.17,0.06975,7.95E+04
1.74,30,137.1,25,627.8,45.04,0.07176,8.08E+04
1.74,30,139.1,25,608,43.79,0.07202,8.20E+04
1.74,30,141.1,25,588.2,43.84,0.07454,8.32E+04
1.74,30,143.1,25,568.4,43.44,0.07643,8.43E+04
1.74,30,145.1,25,548.1,42.71,0.07793,8.55E+04
1.74,30,147.1,25,528.2,42.32,0.08011,8.65E+04
1.74,30,149.1,25,508.4,41.81,0.08223,8.75E+04
1.74,30,151.1,25,488.6,41.71,0.08537,8.85E+04
1.74,30,153.1,25,468.8,41.54,0.08862,8.95E+04
1.74,30,155.1,25,448.9,40.7,0.09067,9.04E+04
1.74,30,157.1,25,428.6,40.69,0.09493,9.12E+04
1.74,30,159.1,25,408.8,40.51,0.09909,9.20E+04
1.74,30,161.1,25,389,39.75,0.1022,9.28E+04
1.74,30,163.1,25,368.7,39.57,0.1073,9.36E+04
1.74,30,165.1,25,349.3,39.51,0.1131,9.43E+04
1.74,30,167.1,25,329,37.96,0.1154,9.49E+04
1.74,30,169.1,25,309.2,36.08,0.1167,9.55E+04
1.74,30,171.1,25,289.4,29.26,0.1011,9.61E+04
1.74,30,173.1,25,269.6,27.29,0.1012,9.67E+04
1.74,30,175.1,25,249.3,27.4,0.1099,9.72E+04
1.74,30,177.1,25,229.9,26.8,0.1166,9.76E+04
1.74,30,179.1,25,209.6,26.35,0.1257,9.80E+04
1.74,30,181.1,25,189.8,25.39,0.1338,9.84E+04
1.74,30,183.1,25,170,23.96,0.141,9.88E+04
1.74,30,185.1,25,150.2,22.92,0.1526,9.91E+04
1.74,30,187.1,25,129.8,21.31,0.1642,9.93E+04
1.74,30,189.1,25,110.5,20.24,0.1832,9.96E+04
1.74,30,191.1,25,90.19,18.19,0.2017,9.97E+04
1.74,30,193.1,25,70.37,17.14,0.2436,9.99E+04
1.74,30,195.1,25,50.56,12.57,0.2486,1.00E+05
1.74,30,197.1,25,30.24,9.415,0.3113,1.00E+05
1.74,30,199.1,25,10.43,4.78,0.4585,1.00E+05
1.74,30,1.007,25,9.501,124.4,13.09,19.36
1.74,30,3.01,25,29.25,90.27,3.086,77.71
1.74,30,5.029,25,49.56,74,1.493,180
1.74,30,7.028,25,68.89,69.56,1.01,315.3
1.74,30,9.009,25,89.21,63.68,0.7138,496.5
1.74,30,11.03,25,109,50.53,0.4635,718.7
1.74,30,13.03,25,128.8,49.56,0.3846,974.9
1.74,30,15.01,25,148.7,51.68,0.3477,1273
1.74,30,17.03,25,169,46.2,0.2735,1619
1.74,30,19.03,25,188.3,46.26,0.2457,1991
1.74,30,21.01,25,208.6,47.31,0.2267,2411
1.74,30,23.03,25,228.5,46.39,0.2031,2880
1.74,30,25.03,25,248.3,46.47,0.1872,3370
1.74,30,27.01,25,268.1,47.52,0.1772,3911
1.74,30,29.03,25,288.4,47.63,0.1652,4497
1.74,30,31.03,25,308.2,50.57,0.1641,5109
1.74,30,33.01,25,328,54.15,0.1651,5765
1.74,30,35.03,25,348.3,53.23,0.1528,6479
1.74,30,37.03,25,367.7,53.45,0.1454,7203
1.74,30,39.01,25,387.5,53.59,0.1383,7985
1.74,30,41.03,25,407.8,52.95,0.1298,8815
1.74,30,43.03,25,427.7,53.7,0.1256,9663
1.74,30,45.01,25,447.5,54.03,0.1208,1.06E+04
1.74,30,47.03,25,467.8,53.51,0.1144,1.15E+04
1.74,30,49.03,25,487.1,55.09,0.1131,1.25E+04
1.74,30,51.01,25,506.9,55.82,0.1101,1.35E+04
1.74,30,53.03,25,527.2,57.08,0.1083,1.46E+04
1.74,30,55.03,25,547,56.43,0.1032,1.57E+04
1.74,30,57.01,25,566.9,57.25,0.101,1.68E+04
1.74,30,59.03,25,587.2,57.59,0.09808,1.80E+04
1.74,30,61.03,25,606.5,58.72,0.09683,1.92E+04
1.74,30,63.01,25,626.3,58.22,0.09296,2.05E+04
1.74,30,65.03,25,646.6,59.01,0.09126,2.18E+04
1.74,30,67.03,25,666.4,58.61,0.08795,2.31E+04
1.74,30,69.01,25,686.3,60.39,0.088,2.45E+04
1.74,30,71.03,25,706.5,60.57,0.08573,2.59E+04
1.74,30,73.03,25,725.9,61.44,0.08464,2.74E+04
1.74,30,75.01,25,745.7,61.29,0.08219,2.88E+04
1.74,30,77.03,25,766.1,61.73,0.08057,3.04E+04
1.74,30,79.03,25,785.9,62.03,0.07894,3.20E+04
1.74,30,81.01,25,805.7,61.72,0.07661,3.36E+04
1.74,30,83.03,25,826,62.59,0.07577,3.53E+04
1.74,30,85.03,25,845.3,62.62,0.07408,3.69E+04
1.74,30,87.01,25,865.2,62.94,0.07274,3.87E+04
1.74,30,89.03,25,885.5,63.55,0.07176,4.05E+04
1.74,30,91.03,25,905.2,64.1,0.07081,4.23E+04
1.74,30,93.01,25,925.1,63.81,0.06897,4.41E+04
1.74,30,95.03,25,945.5,64.6,0.06833,4.61E+04
1.74,30,97.03,25,964.8,64.95,0.06732,4.80E+04
1.74,30,99.01,25,985.1,65.53,0.06652,5.00E+04
1.74,30,101,25,986.2,63.46,0.06435,5.20E+04
1.74,30,103.1,25,966.3,61.54,0.06368,5.39E+04
1.74,30,105.1,25,946.5,60.46,0.06388,5.58E+04
1.74,30,107.1,25,926.7,59.39,0.06409,5.77E+04
1.74,30,109.1,25,906.8,59.38,0.06548,5.95E+04
1.74,30,111.1,25,886.5,58.39,0.06587,6.13E+04
1.74,30,113.1,25,866.7,57.68,0.06655,6.30E+04
1.74,30,115.1,25,846.8,56.95,0.06725,6.47E+04
1.74,30,117.1,25,827.1,56.53,0.06835,6.64E+04
1.74,30,119.1,25,807.2,55.98,0.06934,6.80E+04
1.74,30,121.1,25,787.4,55.25,0.07017,6.96E+04
1.74,30,123.1,25,767.1,54.35,0.07085,7.11E+04
1.74,30,125.1,25,747.2,54.13,0.07245,7.26E+04
1.74,30,127.1,25,727.5,53.2,0.07313,7.41E+04
1.74,30,129.1,25,707.6,53.31,0.07534,7.55E+04
1.74,30,131.1,25,687.8,52.85,0.07684,7.69E+04
1.74,30,133.1,25,667.4,51.92,0.07779,7.82E+04
1.74,30,135.1,25,647.7,51.51,0.07953,7.96E+04
1.74,30,137.1,25,627.8,50.81,0.08094,8.08E+04
1.74,30,139.1,25,608,50.68,0.08335,8.20E+04
1.74,30,141.1,25,588.2,49.68,0.08445,8.32E+04
1.74,30,143.1,25,568.4,49.09,0.08636,8.43E+04
1.74,30,145.1,25,548.1,48.49,0.08847,8.55E+04
1.74,30,147.1,25,528.3,48.9,0.09257,8.65E+04
1.74,30,149.1,25,508.5,47.85,0.09411,8.75E+04
1.74,30,151.1,25,488.6,47.13,0.09644,8.85E+04
1.74,30,153.1,25,468.3,45.92,0.09806,8.95E+04
1.74,30,155.1,25,448.5,45.44,0.1013,9.04E+04
1.74,30,157.1,25,428.7,45.68,0.1066,9.12E+04
1.74,30,159.1,25,408.9,44.8,0.1096,9.20E+04
1.74,30,161.1,25,389,44.53,0.1145,9.28E+04
1.74,30,163.1,25,368.7,44.64,0.1211,9.36E+04
1.74,30,165.1,25,348.9,43.65,0.1251,9.43E+04
1.74,30,167.1,25,329.1,42.04,0.1277,9.49E+04
1.74,30,169.1,25,309.3,40.35,0.1305,9.55E+04
1.74,30,171.1,25,289.4,34.64,0.1197,9.61E+04
1.74,30,173.1,25,269.6,32.88,0.122,9.67E+04
1.74,30,175.1,25,249.3,32.57,0.1306,9.72E+04
1.74,30,177.1,25,229.5,31.6,0.1377,9.76E+04
1.74,30,179.1,25,209.7,30.25,0.1443,9.81E+04
1.74,30,181.1,25,189.9,29.18,0.1537,9.84E+04
1.74,30,183.1,25,170,28.35,0.1667,9.88E+04
1.74,30,185.1,25,150.2,27.01,0.1798,9.91E+04
1.74,30,187.1,25,129.9,24.08,0.1854,9.93E+04
1.74,30,189.1,25,110.1,22.83,0.2074,9.96E+04
1.74,30,191.1,25,90.24,20.04,0.2221,9.97E+04
1.74,30,193.1,25,70.43,15.97,0.2267,9.99E+04
1.74,30,195.1,25,50.61,14.72,0.2908,1.00E+05
1.74,30,197.1,25,30.3,11.01,0.3635,1.00E+05
1.74,30,199.1,25,10.48,5.667,0.541,1.00E+05
2.7,10,1.004,25,9.53,175.5,18.42,19.05
2.7,10,3.008,25,29.25,125.1,4.276,78.36
2.7,10,5.008,25,49.07,104.4,2.128,177
2.7,10,7.008,25,68.9,111.1,1.613,316.6
2.7,10,9.008,25,89.21,117.5,1.317,496.5
2.7,10,11.01,25,108.5,91.7,0.8449,712.8
2.7,10,13.01,25,128.8,79.55,0.6174,974.9
2.7,10,15.01,25,148.7,76.01,0.5113,1273
2.7,10,17.01,25,168.5,78.45,0.4656,1613
2.7,10,19.01,25,188.3,74.91,0.3978,1991
2.7,10,21.01,25,208.6,78.48,0.3762,2411
2.7,10,23.01,25,228.5,75.54,0.3307,2869
2.7,10,25.01,25,248.3,76.08,0.3065,3370
2.7,10,27.01,25,268.1,75.05,0.2799,3911
2.7,10,29.01,25,287.9,73.85,0.2565,4488
2.7,10,31.01,25,308.2,74.09,0.2404,5109
2.7,10,33.01,25,328,72.75,0.2218,5765
2.7,10,35.01,25,347.9,72.55,0.2086,6467
2.7,10,37.01,25,367.7,71.31,0.194,7203
2.7,10,39.01,25,387.5,70.33,0.1815,7985
2.7,10,41.01,25,407.3,70.11,0.1721,8801
2.7,10,43.01,25,427.7,67.81,0.1586,9663
2.7,10,45.01,25,447.5,69.81,0.156,1.06E+04
2.7,10,47.01,25,467.3,69.64,0.149,1.15E+04
2.7,10,49.01,25,487.1,70.29,0.1443,1.25E+04
2.7,10,51.01,25,506.9,69.44,0.137,1.35E+04
2.7,10,53.01,25,526.7,69.2,0.1314,1.46E+04
2.7,10,55.01,25,547,69.22,0.1265,1.57E+04
2.7,10,57.01,25,566.9,68.92,0.1216,1.68E+04
2.7,10,59.01,25,586.7,69.61,0.1187,1.80E+04
2.7,10,61.01,25,606.5,69.56,0.1147,1.92E+04
2.7,10,63.01,25,626.3,69.29,0.1106,2.05E+04
2.7,10,65.01,25,646.6,69.66,0.1077,2.18E+04
2.7,10,67.01,25,666.4,70.42,0.1057,2.31E+04
2.7,10,69.01,25,686.3,69.46,0.1012,2.45E+04
2.7,10,71.01,25,706.1,69.8,0.09885,2.59E+04
2.7,10,73.01,25,725.9,70.05,0.0965,2.74E+04
2.7,10,75.01,25,745.7,70.21,0.09414,2.88E+04
2.7,10,77.01,25,766.1,70.84,0.09246,3.04E+04
2.7,10,79.01,25,785.8,70.95,0.09029,3.20E+04
2.7,10,81.01,25,805.6,70.49,0.0875,3.36E+04
2.7,10,83.01,25,825.5,70.91,0.0859,3.52E+04
2.7,10,85.01,25,845.3,71.1,0.08411,3.69E+04
2.7,10,87.01,25,865.2,71.43,0.08256,3.87E+04
2.7,10,89.01,25,885.4,71.25,0.08047,4.05E+04
2.7,10,91.01,25,905.3,71.43,0.07891,4.23E+04
2.7,10,93.01,25,925.1,71.83,0.07764,4.41E+04
2.7,10,95.01,25,944.9,71.91,0.0761,4.60E+04
2.7,10,97.01,25,964.8,72.21,0.07485,4.80E+04
2.7,10,99.01,25,985.1,72.31,0.0734,5.00E+04
2.7,10,101,25,986,70.79,0.0718,5.20E+04
2.7,10,103.1,25,965.8,68.34,0.07076,5.40E+04
2.7,10,105.1,25,946.5,67.68,0.07151,5.58E+04
2.7,10,107.1,25,926.6,67.41,0.07274,5.77E+04
2.7,10,109.1,25,906.3,66.81,0.07372,5.95E+04
2.7,10,111.1,25,886.5,66.21,0.07469,6.13E+04
2.7,10,113.1,25,866.7,65.26,0.07529,6.30E+04
2.7,10,115.1,25,846.3,65.32,0.07718,6.47E+04
2.7,10,117.1,25,827,64.85,0.07842,6.64E+04
2.7,10,119.1,25,807.2,64.18,0.07951,6.80E+04
2.7,10,121.1,25,786.9,63.42,0.0806,6.96E+04
2.7,10,123.1,25,767.1,63.12,0.08229,7.11E+04
2.7,10,125.1,25,747.2,63.23,0.08462,7.26E+04
2.7,10,127.1,25,726.9,62.14,0.0855,7.41E+04
2.7,10,129.1,25,707.6,61.66,0.08715,7.55E+04
2.7,10,131.1,25,687.7,61.45,0.08935,7.69E+04
2.7,10,133.1,25,667.5,60.53,0.09068,7.83E+04
2.7,10,135.1,25,647.6,60.13,0.09284,7.95E+04
2.7,10,137.1,25,627.8,59.43,0.09468,8.08E+04
2.7,10,139.1,25,607.4,59.06,0.09723,8.20E+04
2.7,10,141.1,25,588.2,58.33,0.09917,8.32E+04
2.7,10,143.1,25,568.4,57.32,0.1009,8.43E+04
2.7,10,145.1,25,548,56.78,0.1036,8.55E+04
2.7,10,147.1,25,528.2,59.63,0.1129,8.65E+04
2.7,10,149.1,25,508.4,55.99,0.1101,8.75E+04
2.7,10,151.1,25,488.1,55.59,0.1139,8.85E+04
2.7,10,153.1,25,468.8,54.58,0.1164,8.94E+04
2.7,10,155.1,25,448.9,53.87,0.12,9.03E+04
2.7,10,157.1,25,428.6,53.83,0.1256,9.12E+04
2.7,10,159.1,25,408.8,52.41,0.1282,9.20E+04
2.7,10,161.1,25,389,51.94,0.1335,9.28E+04
2.7,10,163.1,25,368.7,51.8,0.1405,9.36E+04
2.7,10,165.1,25,349.3,50.68,0.1451,9.42E+04
2.7,10,167.1,25,329,51.02,0.1551,9.49E+04
2.7,10,169.1,25,309.2,47.44,0.1534,9.55E+04
2.7,10,171.1,25,289.4,43.74,0.1512,9.61E+04
2.7,10,173.1,25,269.6,44.15,0.1638,9.66E+04
2.7,10,175.1,25,249.3,42.16,0.1691,9.72E+04
2.7,10,177.1,25,229.9,40.93,0.178,9.76E+04
2.7,10,179.1,25,209.6,39.36,0.1878,9.80E+04
2.7,10,181.1,25,189.8,38.19,0.2012,9.84E+04
2.7,10,183.1,25,170,36.77,0.2164,9.88E+04
2.7,10,185.1,25,150.2,35.05,0.2334,9.91E+04
2.7,10,187.1,25,129.8,32.45,0.2499,9.93E+04
2.7,10,189.1,25,110,29.04,0.2639,9.95E+04
2.7,10,191.1,25,90.19,25.49,0.2827,9.97E+04
2.7,10,193.1,25,69.88,20.21,0.2892,9.99E+04
2.7,10,195.1,25,50.56,18.09,0.3577,1.00E+05
2.7,10,197.1,25,30.74,13.65,0.4442,1.00E+05
2.7,10,199.1,25,10.43,7.012,0.6726,1.00E+05
2.7,10,1.005,25,9.45,60.9,6.445,19.36
2.7,10,3.009,25,29.25,85.82,2.934,78.38
2.7,10,5.008,25,49.07,92.79,1.891,177
2.7,10,7.008,25,68.89,100.4,1.457,316.6
2.7,10,9.008,25,88.71,104.5,1.178,496.5
2.7,10,11.01,25,108.5,94.3,0.8689,712.8
2.7,10,13.01,25,128.8,84.78,0.658,974.9
2.7,10,15.01,25,148.7,76.93,0.5175,1273
2.7,10,17.01,25,168.5,73.99,0.4391,1613
2.7,10,19.01,25,188.3,71.78,0.3812,1991
2.7,10,21.01,25,208.6,69.99,0.3355,2411
2.7,10,23.01,25,228.5,70.46,0.3084,2869
2.7,10,25.01,25,248.3,69.86,0.2814,3370
2.7,10,27.01,25,268.1,69.68,0.2599,3911
2.7,10,29.01,25,287.9,68,0.2362,4488
2.7,10,31.01,25,308.2,67.79,0.22,5109
2.7,10,33.01,25,328,69.78,0.2127,5765
2.7,10,35.01,25,347.9,67.38,0.1937,6467
2.7,10,37.01,25,367.7,67.78,0.1843,7203
2.7,10,39.03,25,388,67.1,0.173,7999
2.7,10,41.03,25,407.3,66.94,0.1644,8801
2.7,10,43.01,25,427.6,66.58,0.1557,9663
2.7,10,45.01,25,447.5,66.75,0.1492,1.06E+04
2.7,10,47.01,25,467.3,66.55,0.1424,1.15E+04
2.7,10,49.01,25,487.1,66.5,0.1365,1.25E+04
2.7,10,51.03,25,507.4,70.61,0.1392,1.35E+04
2.7,10,53.03,25,526.8,68.17,0.1294,1.46E+04
2.7,10,55.01,25,547,67.51,0.1234,1.57E+04
2.7,10,57.01,25,566.9,66.92,0.118,1.68E+04
2.7,10,59.01,25,586.7,67.84,0.1156,1.80E+04
2.7,10,61.01,25,606.5,68.31,0.1126,1.92E+04
2.7,10,63.01,25,626.3,68.22,0.1089,2.05E+04
2.7,10,65.01,25,646.6,68.7,0.1062,2.18E+04
2.7,10,67.01,25,666.4,68.66,0.103,2.31E+04
2.7,10,69.03,25,686.7,69.87,0.1017,2.45E+04
2.7,10,71.03,25,706,69.91,0.09901,2.59E+04
2.7,10,73.01,25,725.9,69.63,0.09593,2.74E+04
2.7,10,75.03,25,746.2,70.03,0.09385,2.89E+04
2.7,10,77.03,25,766,58.83,0.0768,3.04E+04
2.7,10,79.01,25,785.8,69.62,0.08859,3.20E+04
2.7,10,81.03,25,806.2,69.96,0.08678,3.36E+04
2.7,10,83.03,25,825.5,70.16,0.085,3.52E+04
2.7,10,85.01,25,845.3,70.07,0.08289,3.69E+04
2.7,10,87.03,25,865.7,70.2,0.0811,3.87E+04
2.7,10,89.03,25,885.4,70.34,0.07944,4.05E+04
2.7,10,91.01,25,905.3,70.7,0.07809,4.23E+04
2.7,10,93.03,25,925.7,71.27,0.07699,4.42E+04
2.7,10,95.03,25,945,70.68,0.07479,4.60E+04
2.7,10,97.01,25,964.8,70.68,0.07326,4.80E+04
2.7,10,99.03,25,985.1,70.98,0.07205,5.00E+04
2.7,10,101.1,25,986.2,68.59,0.06955,5.20E+04
2.7,10,103.1,25,966.4,67.01,0.06934,5.40E+04
2.7,10,105.1,25,946.5,66.59,0.07035,5.59E+04
2.7,10,107.1,25,926.7,65.67,0.07086,5.77E+04
2.7,10,109.1,25,906.8,65.23,0.07193,5.95E+04
2.7,10,111.1,25,886.5,64.88,0.07319,6.13E+04
2.7,10,113.1,25,866.7,64.41,0.07432,6.31E+04
2.7,10,115.1,25,846.8,63.51,0.075,6.48E+04
2.7,10,117.1,25,827,62.98,0.07615,6.64E+04
2.7,10,119.1,25,807.3,62.12,0.07695,6.81E+04
2.7,10,121.1,25,787.4,61.88,0.07859,6.96E+04
2.7,10,123.1,25,767.2,61.58,0.08026,7.12E+04
2.7,10,125.1,25,747.2,60.74,0.08128,7.27E+04
2.7,10,127.1,25,727.4,59.89,0.08233,7.41E+04
2.7,10,129.1,25,707.6,59.63,0.08428,7.56E+04
2.7,10,131.1,25,687.8,59.69,0.08678,7.69E+04
2.7,10,133.1,25,667.5,59.01,0.08841,7.83E+04
2.7,10,135.1,25,647.7,58.75,0.09071,7.96E+04
2.7,10,137.1,25,627.8,58.03,0.09243,8.09E+04
2.7,10,139.1,25,608,57.63,0.09478,8.21E+04
2.7,10,141.1,25,587.7,57.55,0.09793,8.33E+04
2.7,10,143.1,25,567.9,56.54,0.09955,8.44E+04
2.7,10,145.1,25,548.1,55.86,0.1019,8.55E+04
2.7,10,147.1,25,528.3,54.15,0.1025,8.66E+04
2.7,10,149.1,25,508.5,54.19,0.1066,8.76E+04
2.7,10,151.1,25,488.7,54.07,0.1106,8.86E+04
2.7,10,153.1,25,468.3,54.19,0.1157,8.95E+04
2.7,10,155.1,25,448.5,53.53,0.1194,9.04E+04
2.7,10,157.1,25,428.7,53.05,0.1237,9.13E+04
2.7,10,159.1,25,408.9,52.41,0.1282,9.21E+04
2.7,10,161.1,25,389.1,51.91,0.1334,9.29E+04
2.7,10,163.1,25,368.7,51.16,0.1388,9.36E+04
2.7,10,165.1,25,348.9,50.52,0.1448,9.43E+04
2.7,10,167.1,25,329.1,51.59,0.1568,9.50E+04
2.7,10,169.1,25,309.3,46.31,0.1498,9.56E+04
2.7,10,171.1,25,289.4,42.6,0.1472,9.62E+04
2.7,10,173.1,25,269.6,42.29,0.1568,9.67E+04
2.7,10,175.1,25,249.3,40.77,0.1635,9.72E+04
2.7,10,177.1,25,229.5,39.55,0.1723,9.77E+04
2.7,10,179.1,25,209.7,38.81,0.1851,9.81E+04
2.7,10,181.1,25,189.9,37.5,0.1975,9.85E+04
2.7,10,183.1,25,170,35.31,0.2077,9.88E+04
2.7,10,185.1,25,150.2,33.43,0.2225,9.91E+04
2.7,10,187.1,25,129.9,30.4,0.234,9.94E+04
2.7,10,189.1,25,110.1,28.13,0.2556,9.96E+04
2.7,10,191.1,25,90.27,24.31,0.2693,9.98E+04
2.7,10,193.1,25,70.45,20.86,0.2961,9.99E+04
2.7,10,195.1,25,50.63,16.26,0.3212,1.00E+05
2.7,10,197.1,25,30.32,12.14,0.4003,1.00E+05
2.7,10,199.1,25,10.5,5.86,0.5583,1.00E+05
